Tribunal;Categoria;Sub Categoria;Indicador;Chave
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpdec2dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpdec2p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentC1º - Tempo da Sentença de Conhecimento no 1º Grau;tpsentc1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentc1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentc1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentc1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentc1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentEx1º - Tempo da Sentença de Execução no 1º Grau, exceto execuções penais;tpsentex1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentex1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentex1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentex1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentex1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpDecTR - Tempo da Decisão Terminativa de Processo nas Turmas Recursais;tpdectr
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpdectrm
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpdectrmd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpdectrdp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpdectrp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentCJE - Tempo da Sentença de Conhecimento nos Juizados Especiais;tpsentcje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentcjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentcjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentcjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentcjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentExJE - Tempo da Sentença de Execução nos Juizados Especiais, exceto execuções penais;tpsentexje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentexjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentexjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentexjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentexjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG2º - Tempo de Suspensão ou Sobrestamento dos Processos no 2º Grau em razão de Repercussão Geral;tprg2
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg2m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg2md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg2dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg2p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRR2º - Tempo de Suspensão ou Sobrestamento dos Processos em razão de Recursos Repetitivos no 2º Grau;tprr2
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprr2m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprr2md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprr2dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprr2p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Repercussão Geral Reconhecida;tprg1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRR1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Recursos Repetitivos;tprr1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprr1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprr1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprr1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprr1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRGTR - Tempo de Suspensão ou Sobrestamento dos Processos nas Turmas Recursais em razão de Repercussão Geral;tprgtr
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprgtrm
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprgtrmd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprgtrdp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprgtrp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRRTR - Tempo de Suspensão ou Sobrestamento dos Processos nas Turmas Recursais em razão de Recursos Repetitivos;tprrtr
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprrtrm
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprrtrmd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprrtrdp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprrtrp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRGJE - Tempo de Suspensão ou Sobrestamento dos Processos nos Juizados Especiais em razão de Repercussão Geral;tprgje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprgjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprgjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprgjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprgjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRRJE - Tempo de Suspensão ou Sobrestamento dos Processos nos Juizados Especiais em razão de Recursos Repetitivos;tprrje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprrjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprrjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprrjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprrjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Criminais;tpbaixcrim2
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcrim2m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcrim2md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcrim2dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcrim2p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixNCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Não-Criminais;tpbaixncrim2
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixncrim2m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixncrim2md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixncrim2dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixncrim2p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCCrim1º - Tempo de Tramitação dos Processos de Conhecimento Criminais Baixados no 1º Grau;tpbaixccrim1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixccrim1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixccrim1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixccrim1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixccrim1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCNCrim1º - Tempo de Tramitação dos Processos de Conhecimento Não-Criminais Baixados no 1º Grau;tpbaixcncrim1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcncrim1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcncrim1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcncrim1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcncrim1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtFisc1º - Tempo de Tramitação dos Processos de Execução Fiscal Baixados no 1º Grau;tpbaixextfisc1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextfisc1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextfisc1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextfisc1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextfisc1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtNFisc1º - Tempo de Tramitação dos Processos de Execução de Título Extrajudicial Baixados no 1º Grau, exceto execuções fiscais;tpbaixextnfisc1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextnfisc1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextnfisc1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextnfisc1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextnfisc1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudCrimPL1º - Tempo de Tramitação dos Processos de Execução de Penas Privativas de Liberdade Baixados no 1º Grau;tpbaixjudcrimpl1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudcrimpl1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudcrimpl1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudcrimpl1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudcrimpl1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudCrimNPL1º - Tempo de Tramitação dos Processos de Execução de Penas Não-Privativas de Liberdade Baixados no 1º Grau;tpbaixjudcrimnpl1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudcrimnpl1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudcrimnpl1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudcrimnpl1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudcrimnpl1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudNCrim1º - Tempo de Tramitação dos Processos de Execução Judicial no 1º Grau, exceto execuções penais;tpbaixjudncrim1
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudncrim1m
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudncrim1md
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudncrim1dp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudncrim1p
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCrimTR - Tempo de Tramitação dos Processos Baixados nas Turmas Recursais Criminais;tpbaixcrimtr
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcrimtrm
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcrimtrmd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcrimtrdp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcrimtrp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixNCrimTR - Tempo de Tramitação dos Processos Baixados nas Turmas Recursais Não-Criminais;tpbaixncrimtr
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixncrimtrm
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixncrimtrmd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixncrimtrdp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixncrimtrp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCCrimJE - Tempo de Tramitação dos Processos de Conhecimento Baixados nos Juizados Especiais Criminais;tpbaixccrimje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixccrimjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixccrimjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixccrimjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixccrimjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCNCrimJE - Tempo de Tramitação dos Processos de Conhecimento Baixados nos Juizados Especiais Não-Criminais;tpbaixcncrimje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcncrimjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcncrimjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcncrimjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcncrimjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtJE - Tempo de Tramitação dos Processos de Execução de Título Extrajudicial Baixados nos Juizados Especiais;tpbaixextje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextjep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudCrimNPlJE - Tempo de Tramitação dos Processos de Execução de Penas Não-Privativas de Liberdade Baixados nos Juizados Especiais;tpbaixjudcrimnplje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudcrimnpljem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudcrimnpljemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudcrimnpljedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudcrimnpljep
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJudNCrimJE - Tempo de Tramitação dos Processos de Execução Judicial nos Juizados Especiais, exceto execuções penais;tpbaixjudncrimje
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjudncrimjem
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjudncrimjemd
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjudncrimjedp
JUSTIÇA ESTADUAL;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjudncrimjep
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DPE - Despesa com Pessoal e Encargos;dpe
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DPEAJud - Despesas com Pessoal e Encargos do Quadro Ativo na Área Judiciária;dpeajud
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DPEAAdm - Despesas com Pessoal e Encargos do Quadro Ativo na Área Administrativa;dpeaadm
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DPEI - Despesas com Pessoal e Encargos do Quadro Inativo;dpei
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DBen - Despesas com Benefícios;dben
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DBenAJud - Despesas com Benefícios do Quadro Ativo na Área Judiciária;dbenajud
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DBenAAdm - Despesas com Benefícios do Quadro Ativo na área administrativa;dbenaadm
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DBenI - Despesas com Benefícios do Quadro Inativo;dbeni
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DTer - Despesas com Terceirizados;dter
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DEst - Despesas com Estagiários;dest
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;Dip - Outras Despesas Indenizatórias e Indiretas com Recursos Humanos;dip
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DIPJud - Outras Despesas Indenizatórias Indiretas com Recursos Humanos na área Judiciária;dipjud
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DIPAdm - Outras Despesas Indenizatórias Indiretas com Recursos Humanos na área administrativa;dipadm
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DCC - Despesas com Cargos em Comissão;dcc
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DCCJud - Despesas com Cargos em Comissão na área judiciária;dccjud
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DCCAdm - Despesas com Cargos em Comissão na área administrativa;dccadm
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DFC - Despesas com Função de Confiança;dfc
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DFCJud - Despesas com Funções de Confiança na área judiciária;dfcjud
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DFCAdm - Despesas com Funções de Confiança na área administrativa;dfcadm
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DMag - Despesa com Recursos Humanos de Magistrados;dmag
Justiça Militar da União;RECURSOS FINANCEIROS;DESPESAS;DServ - Despesa com Recursos Humanos de Servidores;dserv
Justiça Militar da União;RECURSOS FINANCEIROS;OUTRAS DESPESAS;ODC - Outras Despesas Correntes;odc
Justiça Militar da União;RECURSOS FINANCEIROS;OUTRAS DESPESAS;Dk - Despesa de Capital;dk
Justiça Militar da União;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DPCO - Despesas com Projetos de Construção e Obras;dpco
Justiça Militar da União;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf1 - Despesa com Aquisições em Tecnologia de Informação e Comunicação;dinf1
Justiça Militar da União;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf2 - Despesa com Custeio da Tecnologia de Informação e Comunicação;dinf2
Justiça Militar da União;RECURSOS FINANCEIROS;ORÇAMENTO;ODP - Orçamento para Despesas de Pessoal e Encargos;odp
Justiça Militar da União;RECURSOS FINANCEIROS;ORÇAMENTO;OK - Orçamento para Despesas de Capital;ok
Justiça Militar da União;RECURSOS FINANCEIROS;ORÇAMENTO;OOC - Orçamento para Outras Despesas Correntes;ooc
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagSTM - Número de Cargos Existentes de Magistrado no STM;magstm
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagP1º - Número de Cargos Existentes de Magistrado no 1° Grau;magp1
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagSJSTM - Número de Magistrados sem jurisdição no STM;magsjstm
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagIn1º - Magistrados Inativos e Instituidores de Pensão no 1º Grau;magin1
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagInSTM - Magistrados Inativos e Instituidores de Pensão no STM;maginstm
Justiça Militar da União;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;TAMJ1º - Tempo de Afastamento da Jurisdição dos Magistrados de 1º Grau;tamj1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TCEfet - Total de Cargos do Quadro Efetivo Existentes;tcefet
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetSTM - Total de Pessoal do Quadro Efetivo na Área Judiciária do STM;tpefetstm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfet1º - Total de Pessoal do Quadro Efetivo na Área Judiciária do 1º Grau;tpefet1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAdm - Total de Pessoal do Quadro Efetivo na Área Administrativa;tpefetadm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPISTM - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária do STM;tpistm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPI1º - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária do 1° Grau;tpi1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPIAdm - Total de Pessoal que ingressou por cessão ou requisição na Área Administrativa;tpiadm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSVSTM - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Judiciária do STM;tpsvstm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSV1º - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Judiciária do 1º Grau;tpsv1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSVAdm - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Administrativa;tpsvadm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASSTM - Tempo de Afastamento de Servidor da Área Judiciária no STM;tasstm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TAS1º - Tempo de Afastamento de Servidor da Área Judiciária no 1º Grau;tas1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASAdm - Tempo de Afastamento de Servidor da Área Administrativa;tasadm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxE - Total da Força de Trabalho Auxiliar - Estagiários;tfauxe
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxT - Total da Força de Trabalho Auxiliar - Terceirizados;tfauxt
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPS - Total de Pessoal que saiu por cessão ou requisição;tps
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;ServInSTM - Total de Servidores Inativos e Instituidores de Pensão no STM;servinstm
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;ServIn1º - Total de Servidores Inativos e Instituidores de Pensão no 1º Grau;servin1
Justiça Militar da União;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEsc - Total de Pessoal das Escolas Judiciais e de Magistratura;tpesc
